selling_price,km_driven,brand,car_age,km_per_year,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol,seller_type_Individual,seller_type_Trustmark Dealer,transmission_Manual,owner_Fourth & Above Owner,owner_Second Owner,owner_Test Drive Car,owner_Third Owner,brand_tier_Luxury,brand_tier_Mid-range,brand_tier_Premium
1250000,0.2178322951365438,0,0.9321065399485889,-0.2408095325339011,True,False,False,False,False,False,False,False,False,False,True,True,False,False
625000,-0.6580940688656651,5,0.22641758268964243,-0.7821949368722383,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1050000,-0.42758713097034695,6,-0.24404172214965525,-0.3400328176265377,True,False,False,False,True,False,True,False,False,False,False,False,True,False
560000,0.12562951997841657,4,-0.24404172214965525,0.3168937595385036,True,False,False,False,True,False,True,False,True,False,False,False,True,False
290000,-0.10487741791690158,7,-0.24404172214965525,0.043174352386403124,False,False,False,True,True,False,True,False,True,False,False,False,False,False
275000,-0.19708019307502883,7,0.22641758268964243,-0.31897747861483755,False,False,False,True,True,False,True,False,True,False,False,False,False,False
411000,1.18596143429688,6,0.9321065399485889,0.5495552556177892,True,False,False,False,True,False,True,False,True,False,False,False,True,False
150000,0.24088298892607563,5,0.9321065399485889,-0.2219913232921942,False,False,False,True,True,False,True,False,False,False,True,False,True,False
500000,-1.2343614136039605,5,-1.4201899842478996,-0.9559014837187637,False,False,False,True,True,False,True,False,False,False,False,False,True,False
100000,0.26393368271560746,7,1.6377954972075355,-0.44087680973520627,False,False,False,True,True,False,True,False,False,False,False,False,False,False
725000,-1.1536839853405991,7,-0.9497306794086018,-1.0123561114438844,True,False,False,False,False,False,True,False,False,False,False,False,False,False
401000,-1.3450047437937132,7,-1.1849603318282507,-1.2698967464946733,False,False,False,True,False,False,True,False,False,False,False,False,False,False
750000,-0.911651700550515,5,-1.1849603318282507,-0.4612514122224677,True,False,False,False,False,False,True,False,False,False,False,False,True,False
310000,-0.9347023943400469,7,-1.1849603318282507,-0.5042644619177978,False,False,False,True,False,False,True,False,False,False,False,False,False,False
665000,-0.5197899061284742,7,-0.7145010269889529,-0.1697185198430083,True,False,False,False,False,False,True,False,False,False,False,False,False,False
465000,0.0334267448202893,5,-0.24404172214965525,0.20740599667766357,True,False,False,False,False,False,True,False,False,False,False,False,True,False
160000,-0.19708019307502883,7,0.22641758268964243,-0.31897747861483755,False,False,False,True,True,False,True,False,True,False,False,False,False,False
250000,-0.7733475378133242,6,3.990092021404024,-1.3452437438920102,True,False,False,False,True,False,True,False,True,False,False,False,True,False
675000,0.4944406206109256,4,-0.24404172214965525,0.7548448109818645,True,False,False,False,False,False,True,False,False,False,False,False,True,False
300000,0.26393368271560746,7,-0.008812069730006403,0.2986457990616971,False,False,False,True,False,False,True,False,False,False,False,False,False,False
70000,0.26393368271560746,12,1.8730251496271844,-0.5042644619177978,True,False,False,False,True,False,True,False,False,False,False,False,False,False
240000,0.10949403432574428,5,-0.24404172214965525,0.2977334010378567,False,False,False,True,False,False,True,False,True,False,False,False,True,False
525000,0.5405420081899892,13,-0.24404172214965525,0.8095886924122847,True,False,False,False,False,False,True,False,False,False,False,False,False,True
151000,-0.041165300282635646,7,0.9321065399485889,-0.4522509315737199,False,False,False,True,False,False,True,False,True,False,False,False,False,False
140000,0.7249475585062437,7,0.9321065399485889,0.17319107078365092,False,False,False,True,True,False,True,False,False,False,False,False,False,False
280000,3.563834124514915,1,0.6968768875289402,2.770774376207119,True,False,False,False,True,False,True,False,True,False,False,False,False,False
350000,3.563834124514915,13,0.4616472351092913,3.0907318211781303,True,False,False,False,True,False,True,False,False,False,False,False,False,True
570000,-0.19708019307502883,6,-0.9497306794086018,0.5495552556177892,True,False,False,False,True,False,True,False,False,False,False,False,True,False
300000,-0.8655503129714515,5,-1.1849603318282507,-0.37522531283180766,False,False,False,True,True,False,True,False,False,False,False,False,True,False
100000,-0.681144762655197,12,1.4025658447878866,-1.0562652663412007,True,False,False,False,True,False,True,False,False,False,False,False,False,False
500000,1.18596143429688,13,0.9321065399485889,0.5495552556177892,True,False,False,False,True,False,True,False,False,False,True,False,False,True
125000,2.2462933486153434,12,-0.24404172214965525,2.835112305337828,True,False,False,False,True,False,True,True,False,False,False,False,False,False
130000,0.9554544964015619,7,1.6377954972075355,0.03453058163423169,False,False,False,True,True,False,True,False,False,False,True,False,False,False
925000,-0.7733475378133242,3,-0.9497306794086018,-0.3913552064675564,True,False,False,False,True,False,True,False,False,False,False,False,True,False
750000,-0.19708019307502883,7,-1.1849603318282507,0.8721531283327645,True,False,False,False,True,False,True,False,False,False,False,False,False,False
200000,-0.3353843558122197,4,1.4025658447878866,-0.8053558097851085,False,False,False,True,True,False,False,False,True,False,False,False,True,False
248000,-0.1279281117064334,5,0.6968768875289402,-0.44404619234433573,False,False,False,True,True,False,True,False,True,False,False,False,True,False
450000,1.18596143429688,11,-0.24404172214965525,1.5760030324381662,True,False,False,False,True,False,True,False,True,False,False,False,True,False
80000,1.18596143429688,5,1.8730251496271844,0.09791823381682327,False,False,False,True,True,False,True,False,False,False,True,False,True,False
650000,0.1717309075574802,8,-0.24404172214965525,0.37163764096892377,False,False,False,True,True,False,True,False,True,False,False,False,True,False
450000,0.26393368271560746,5,-0.4792713745693041,0.7001009295514444,True,False,False,False,True,False,True,False,False,False,False,False,True,False
650000,-1.0038544757086423,5,-1.4201899842478996,-0.45408257060657936,True,False,False,False,True,False,True,False,False,False,False,False,True,False
495000,-1.3044816241117163,4,-0.7145010269889529,-1.3085798158540067,False,False,False,True,False,False,True,False,False,False,False,False,True,False
371000,-1.1191079446563015,4,-0.4792713745693041,-1.106447157652419,False,False,False,True,False,False,True,False,False,False,False,False,True,False
1025000,-1.3726655763411513,5,-0.9497306794086018,-1.3699020870363157,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2675000,-1.430292310814981,9,-0.9497306794086018,-1.4639931332448504,True,False,False,False,False,False,False,False,False,False,False,True,False,False
750000,0.0334267448202893,6,-0.4792713745693041,0.39900958168413386,True,False,False,False,True,False,True,False,False,False,False,False,True,False
600000,1.18596143429688,10,-0.008812069730006403,1.3022836252860654,True,False,False,False,True,False,True,False,False,False,False,False,True,False
80000,-0.24318158065409246,5,1.4025658447878866,-0.7384466213701505,False,False,False,True,False,False,True,False,True,False,False,False,True,False
325000,-0.14636866673805884,6,-0.008812069730006403,-0.14797303360814712,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1470000,-0.7963982316028559,0,-0.24404172214965525,-0.7779838690698984,True,False,False,False,False,False,False,False,True,False,False,True,False,False
350000,-0.35843504960175154,2,-0.4792713745693041,-0.11284570969029412,True,False,False,False,True,False,True,False,True,False,False,False,False,False
2675000,-0.4506378247598788,0,-0.008812069730006403,-0.47917351626218857,True,False,False,False,False,False,False,False,False,False,False,True,False,False
210000,-1.2343614136039605,9,-0.9497306794086018,-1.1440835761358328,False,False,False,True,False,False,True,False,True,False,False,False,False,False
450000,-0.42758713097034695,14,-0.008812069730006403,-0.45408257060657936,False,False,False,True,True,False,True,False,False,False,False,False,True,False
1150000,-0.35843504960175154,0,-0.008812069730006403,-0.3788097336397517,True,False,False,False,False,False,False,False,False,False,False,True,False,False
210000,-0.11640276481166749,4,0.9321065399485889,-0.5136735665386513,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2675000,-1.354225021309526,9,-1.1849603318282507,-1.2871019663728054,False,False,False,True,False,False,False,False,False,False,False,True,False,False
2675000,-1.2804628011830241,9,-0.9497306794086018,-1.2193564131026604,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1975000,-1.0960572508667696,9,-1.1849603318282507,-0.8053558097851085,True,False,False,False,False,False,False,False,False,False,False,True,False,False
175000,-0.9076639305249261,7,1.167336192368238,-1.1919393891909782,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2500000,-0.47368851854941063,9,0.22641758268964243,-0.5969079535692781,True,False,False,False,False,False,False,False,False,False,False,True,False,False
628000,1.18596143429688,6,-0.9497306794086018,2.8077403646226187,True,False,False,False,True,False,True,False,False,False,False,False,True,False
600000,0.7249475585062437,5,0.6968768875289402,0.2986457990616971,True,False,False,False,True,False,True,False,False,False,False,False,True,False
399000,-0.8886010067609833,8,-0.9497306794086018,-0.5795372988846255,False,False,False,True,True,False,True,False,False,False,False,False,True,False
750000,0.4252885392423301,6,-1.1849603318282507,2.033505470106677,True,False,False,False,True,False,True,False,False,False,False,False,True,False
750000,-1.2343614136039605,5,-1.4201899842478996,-0.9559014837187637,False,False,False,True,True,False,True,False,False,False,False,False,True,False
315000,-1.2113107198144286,10,-0.9497306794086018,-1.106447157652419,False,False,False,True,True,False,True,False,False,False,False,False,True,False
600000,-0.19708019307502883,6,0.22641758268964243,-0.31897747861483755,True,False,False,False,True,False,True,False,False,False,False,False,True,False
100000,-0.19708019307502883,7,0.6968768875289402,-0.5042644619177978,False,False,False,True,True,False,True,True,False,False,False,False,False,False
250000,0.9554544964015619,7,0.4616472351092913,0.6570878798561143,False,False,False,True,True,False,True,False,False,False,True,False,False,False
350000,-1.0038544757086423,10,-0.9497306794086018,-0.7677193913016946,False,False,False,True,True,False,True,False,False,False,False,False,True,False
780000,-0.19708019307502883,5,-0.7145010269889529,0.2986457990616971,True,False,False,False,True,False,True,False,False,False,False,False,True,False
434000,0.24895073175241175,7,-0.24404172214965525,0.46333364236487756,True,False,False,False,True,False,True,False,True,False,False,False,False,False
690000,0.26393368271560746,5,-0.7145010269889529,0.967737683211276,False,False,False,True,True,False,False,False,False,False,False,False,True,False
555000,0.4944406206109256,6,-0.24404172214965525,0.7548448109818645,True,False,False,False,True,False,True,False,True,False,False,False,True,False
120000,0.4944406206109256,7,1.4025658447878866,-0.2031731140504873,False,False,False,True,True,False,True,False,True,False,False,False,False,False
500000,1.18596143429688,7,-0.24404172214965525,1.5760030324381662,True,False,False,False,True,False,True,False,True,False,False,False,False,False
165000,-0.19708019307502883,1,-0.008812069730006403,-0.2031731140504873,True,False,False,False,True,False,True,False,True,False,False,False,False,False
95000,-0.42758713097034695,7,2.108254802046833,-0.9917456917982055,False,False,False,True,True,False,True,False,False,False,False,False,False,False
550000,-1.1191079446563015,7,-1.1849603318282507,-0.8483688594804384,False,False,False,True,True,False,True,False,False,False,False,False,False,False
100000,0.9554544964015619,7,1.4025658447878866,0.13137282802430228,True,False,False,False,True,False,True,True,False,False,False,False,False,False
100000,-0.42758713097034695,12,0.22641758268964243,-0.550586207743538,False,False,False,True,True,False,True,False,True,False,False,False,False,False
500000,0.7249475585062437,13,0.22641758268964243,0.6074574378999642,True,False,False,False,True,False,True,False,False,False,False,False,False,True
800000,0.0334267448202893,7,-0.7145010269889529,0.6331917411364864,True,False,False,False,True,False,True,False,True,False,False,False,False,False
840000,0.0334267448202893,5,-0.7145010269889529,0.6331917411364864,True,False,False,False,True,False,True,False,True,False,False,False,True,False
490000,-0.42758713097034695,4,-0.7145010269889529,-0.0359001430130925,False,False,False,True,True,False,True,False,False,False,False,False,True,False
125000,0.28698437650513925,12,0.6968768875289402,-0.08273657490356306,True,False,False,False,True,False,True,False,True,False,False,False,False,False
400000,1.18596143429688,1,0.22641758268964243,1.070674896157365,True,False,False,False,True,False,True,False,False,False,True,False,False,False
1000000,-1.4971393228046233,1,-0.4792713745693041,-1.6002369681548083,True,False,False,False,False,False,True,False,False,False,False,False,False,False
530000,-1.2511423186827397,3,-0.4792713745693041,-1.2789122817108145,False,False,False,True,False,False,True,False,False,False,False,False,True,False
840000,-0.4457280269827085,3,-0.9497306794086018,0.14357120943720425,True,False,False,False,False,False,True,False,False,False,False,False,True,False
229999,-0.6580940688656651,5,-0.4792713745693041,-0.5042644619177978,False,False,False,True,True,False,True,False,False,False,False,False,True,False
40000,-0.6580940688656651,7,3.5196327165647263,-1.2625685972873206,False,False,False,True,True,False,True,True,False,False,False,False,False,False
130000,0.26393368271560746,1,0.22641758268964243,0.1442399796425635,False,False,False,True,True,False,True,False,False,False,False,False,False,False
200000,0.0334267448202893,5,-0.4792713745693041,0.39900958168413386,False,False,False,True,True,False,True,False,False,False,False,False,True,False
120000,0.0334267448202893,12,0.4616472351092913,-0.2031731140504873,True,False,False,False,True,False,True,False,False,False,False,False,False,False
75000,-0.2662322744436243,5,2.343484454466482,-0.9285295430035536,False,False,False,True,True,False,True,False,False,False,False,False,True,False
250000,1.18596143429688,12,-0.7145010269889529,2.3059214515104345,True,False,False,False,True,False,True,False,False,False,False,False,False,False
100000,-0.8886010067609833,7,1.8730251496271844,-1.2569928315860743,False,False,False,True,True,False,True,False,False,False,False,False,False,False
280000,-1.5054375725688547,5,-0.008812069730006403,-1.6273351894628663,False,False,False,True,True,False,True,False,True,False,False,False,True,False
540000,-1.4648683514992786,5,-0.4792713745693041,-1.5580841794533848,False,False,False,True,True,False,True,False,False,False,False,False,True,False
700000,-1.3496148825516194,5,-1.1849603318282507,-1.2784993564337392,False,False,False,True,True,False,True,False,False,False,False,False,True,False
525000,0.7249475585062437,7,-0.4792713745693041,1.3022836252860654,True,False,False,False,True,False,True,False,False,False,False,False,False,False
430000,0.26393368271560746,5,-0.7145010269889529,0.967737683211276,True,False,False,False,True,False,True,False,False,False,False,False,True,False
65000,0.0334267448202893,5,2.578714106886131,-0.7922648816169645,False,False,False,True,True,False,True,False,False,False,False,False,True,False
800000,-0.7733475378133242,7,-1.1849603318282507,-0.2031731140504873,True,False,False,False,True,False,True,False,False,False,False,False,False,False
75000,1.047657271559689,5,1.4025658447878866,0.19828201643926005,False,False,False,True,True,False,True,False,True,False,False,False,True,False
210000,-0.340639913996233,5,1.167336192368238,-0.7562602088269799,False,False,False,True,True,False,True,False,False,False,False,False,True,False
195000,1.6469753100875162,6,0.22641758268964243,1.533892354414766,True,False,False,False,True,False,True,False,True,False,False,False,True,False
400000,1.18596143429688,1,-0.4792713745693041,1.9044663210206867,True,False,False,False,True,False,True,False,False,False,False,False,False,False
170000,-0.19708019307502883,5,0.22641758268964243,-0.31897747861483755,False,False,False,True,True,False,True,False,False,False,False,False,True,False
225000,-1.0038544757086423,10,-0.7145010269889529,-0.8722649982000663,False,False,False,True,True,False,True,False,False,False,False,False,True,False
210000,0.4944406206109256,7,-0.24404172214965525,0.7548448109818645,False,False,True,False,True,False,True,False,False,False,False,False,False,False
240000,1.18596143429688,7,-1.6554196366675484,5.517562495428414,False,False,False,True,True,False,True,False,False,False,False,False,False,False
300000,2.4537495927211297,1,-0.4792713745693041,3.560468734290895,True,False,False,False,True,False,True,False,False,False,False,False,False,False
99000,0.7249475585062437,1,0.4616472351092913,0.442022631379464,False,False,False,True,True,False,True,False,False,False,True,False,False,False
620000,-0.7502968440237924,4,-0.24404172214965525,-0.7232399876394783,False,False,False,True,True,False,True,False,False,False,False,False,True,False
500000,-0.8886010067609833,4,-0.008812069730006403,-0.9559014837187637,True,False,False,False,True,False,True,False,False,False,False,False,True,False
2550000,-0.6580940688656651,9,0.6968768875289402,-0.9057195924075453,False,False,False,True,True,False,False,False,True,False,False,True,False,False
260000,0.0334267448202893,4,-0.008812069730006403,0.047736342505604754,False,False,False,True,True,False,True,False,True,False,False,False,True,False
550000,-0.19708019307502883,7,-0.9497306794086018,0.5495552556177892,False,False,False,True,True,False,True,False,False,False,False,False,False,False
150000,2.0042610638252594,12,0.4616472351092913,1.6356347604248735,True,False,False,False,True,False,True,False,False,False,False,False,False,False
350000,-0.42758713097034695,5,0.4616472351092913,-0.6333036110037881,False,False,False,True,True,False,False,False,True,False,False,False,True,False
320000,-0.6580940688656651,1,-0.7145010269889529,-0.37044608508788207,False,False,False,True,True,False,True,False,False,False,False,False,False,False
400000,0.7249475585062437,7,-0.4792713745693041,1.3022836252860654,True,False,False,False,True,False,True,False,False,False,True,False,False,False
175000,0.26393368271560746,7,0.22641758268964243,0.1442399796425635,False,False,False,True,True,False,True,False,False,False,True,False,False,False
120000,0.4944406206109256,1,0.4616472351092913,0.22695738290281348,False,False,False,True,True,False,True,False,True,False,False,False,False,False
320000,0.4944406206109256,10,-0.008812069730006403,0.5495552556177892,True,False,False,False,True,False,True,False,True,False,False,False,True,False
70000,0.9554544964015619,5,1.6377954972075355,0.03453058163423169,False,False,False,True,True,False,True,False,False,False,True,False,True,False
810000,-1.2343614136039605,7,-1.4201899842478996,-0.9559014837187637,False,False,False,True,True,False,True,False,False,False,False,False,False,False
95000,0.7249475585062437,7,1.4025658447878866,-0.0359001430130925,False,False,False,True,True,False,True,False,True,False,False,False,False,False
282000,-0.6580940688656651,7,-1.6554196366675484,0.7001009295514444,False,False,False,False,True,False,True,False,False,False,False,False,False,False
80000,-0.19708019307502883,7,2.108254802046833,-0.8483688594804384,False,False,False,True,True,False,True,False,True,False,False,False,False,False
72000,-1.0038544757086423,12,-0.008812069730006403,-1.0813562119968096,False,False,False,True,True,False,True,False,False,False,False,False,False,False
600000,-1.0038544757086423,5,-0.7145010269889529,-0.8722649982000663,False,False,False,True,True,False,True,False,False,False,False,False,True,False
640000,-1.049955863287706,11,-0.4792713745693041,-1.0161197532922257,False,False,False,True,True,False,True,False,False,False,False,False,True,False
380000,-1.0694336995398603,7,-1.1849603318282507,-0.7556757373870022,False,False,False,True,True,False,True,False,False,False,False,False,False,False
650000,0.0334267448202893,7,-1.1849603318282507,1.3022836252860654,False,False,False,True,True,False,True,False,False,False,False,False,False,False
150000,-0.19708019307502883,7,0.9321065399485889,-0.5795372988846255,False,False,False,True,True,False,True,False,True,False,False,False,False,False
280000,0.9554544964015619,5,0.9321065399485889,0.36137316320072,False,False,False,True,True,False,True,False,True,False,False,False,True,False
430000,-0.8886010067609833,12,-1.1849603318282507,-0.4182383625271378,False,False,False,True,True,False,True,False,False,False,False,False,False,False
800000,-1.2343614136039605,6,-1.4201899842478996,-0.9559014837187637,True,False,False,False,True,False,True,False,False,False,False,False,True,False
75000,0.7249475585062437,7,2.343484454466482,-0.3400328176265377,True,False,False,False,True,False,True,False,True,False,False,False,False,False
650000,0.0334267448202893,14,-0.7145010269889529,0.6331917411364864,True,False,False,False,True,False,False,False,False,False,False,False,True,False
390000,-1.0269051694981741,7,-0.9497306794086018,-0.8053558097851085,False,False,False,True,True,False,True,False,False,False,False,False,False,False
100000,1.18596143429688,4,1.8730251496271844,0.09791823381682327,False,False,False,True,True,False,True,False,True,False,False,False,True,False
1500000,-0.7733475378133242,9,-0.008812069730006403,-0.8304467554407177,True,False,False,False,True,False,False,False,False,False,False,True,False,False
175000,0.2265915587765659,7,1.4025658447878866,-0.39754430639594,False,False,False,True,True,False,True,False,False,False,False,False,False,False
434999,0.9554544964015619,10,0.22641758268964243,0.8390661670286645,True,False,False,False,True,False,True,False,True,False,False,False,True,False
170000,0.4944406206109256,3,0.6968768875289402,0.09791823381682327,True,False,False,False,True,False,True,False,False,False,True,False,True,False
190000,0.4944406206109256,3,0.4616472351092913,0.22695738290281348,True,False,False,False,True,False,True,False,False,False,True,False,True,False
250000,1.8774822479828344,7,0.9321065399485889,1.1141015328689965,True,False,False,False,True,False,True,False,False,False,True,False,False,False
229999,3.563834124514915,6,0.9321065399485889,2.4908116118574846,True,False,False,False,True,False,True,False,False,False,True,False,True,False
140000,0.0334267448202893,7,1.6377954972075355,-0.5993459401916854,False,False,False,True,True,False,True,False,False,False,True,False,False,False
600000,0.27227803386741795,7,-0.9497306794086018,1.3159080087770614,True,False,False,False,True,False,True,False,False,False,False,False,False,False
280000,0.9554544964015619,5,0.22641758268964243,0.8390661670286645,False,False,False,True,True,False,True,False,False,False,True,False,True,False
150000,-0.19708019307502883,1,0.22641758268964243,-0.31897747861483755,True,False,False,False,True,False,True,False,False,False,False,False,False,False
650000,-0.42758713097034695,1,-0.4792713745693041,-0.2031731140504873,True,False,False,False,True,False,False,False,False,False,False,False,False,False
210000,-0.6580940688656651,8,-0.24404172214965525,-0.613752224778638,False,False,False,True,True,False,True,False,True,False,False,False,True,False
2675000,-0.6580940688656651,9,-0.9497306794086018,-0.2031731140504873,True,False,False,False,True,False,False,False,False,False,False,True,False,False
425000,-1.1191079446563015,1,-0.008812069730006403,-1.2068109402748557,True,False,False,False,False,False,True,False,False,False,False,False,False,False
265000,-0.3123336620226879,5,-0.24404172214965525,-0.2031731140504873,False,False,False,True,False,False,True,False,False,False,False,False,True,False
890000,-1.5539362323020296,2,-1.1849603318282507,-1.659767028933145,False,False,False,True,False,False,True,False,False,False,False,False,False,False
365000,-0.3123336620226879,10,-0.008812069730006403,-0.3286278423285334,False,False,False,True,False,False,True,False,False,False,False,False,True,False
350000,-0.5889419874970697,3,-0.24404172214965525,-0.5316364026330079,False,False,False,True,False,False,True,False,False,False,False,False,True,False
685000,-0.19708019307502883,7,-0.7145010269889529,0.2986457990616971,True,False,False,False,True,False,True,False,False,False,False,False,False,False
940000,-1.5190374819046784,11,-1.1849603318282507,-1.5946452716944155,True,False,False,False,False,False,True,False,False,False,False,False,True,False
1000000,-0.6580940688656651,6,-0.9497306794086018,-0.2031731140504873,True,False,False,False,True,False,True,False,False,False,False,False,True,False
1150000,-1.2343614136039605,6,-1.4201899842478996,-0.9559014837187637,False,False,False,True,False,False,True,False,False,False,False,False,True,False
450000,1.0928827327747506,7,-0.7145010269889529,2.170831800100634,True,False,False,False,True,False,True,False,True,False,False,False,False,False
590000,-0.08182672412736977,8,-0.4792713745693041,0.24846390775047855,True,False,False,False,False,False,True,False,False,False,False,False,True,False
800000,-0.6580940688656651,7,-0.9497306794086018,-0.2031731140504873,True,False,False,False,True,False,True,False,False,False,False,False,False,False
385000,-0.24318158065409246,5,0.22641758268964243,-0.3652992244405775,True,False,False,False,False,False,True,False,False,False,False,False,True,False
2000000,-1.2343614136039605,9,-0.008812069730006403,-1.332265668552902,True,False,False,False,True,False,False,False,False,False,False,True,False,False
235000,-0.3353843558122197,5,0.22641758268964243,-0.45794271609205767,False,False,False,True,False,False,True,False,False,False,False,False,True,False
640000,-0.2892829682331561,14,-0.9497306794086018,0.39900958168413386,True,False,False,False,False,False,True,False,False,False,False,False,True,False
52000,1.18596143429688,7,1.6377954972075355,0.19299971209071093,False,False,False,True,True,False,True,False,False,False,True,False,False,False
80000,0.4944406206109256,7,0.9321065399485889,-0.014991021633418186,False,False,True,False,True,False,True,False,True,False,False,False,False,False
140000,0.0334267448202893,7,0.22641758268964243,-0.08736874948613703,False,False,False,True,True,False,True,False,True,False,False,False,False,False
120000,0.4944406206109256,5,1.167336192368238,-0.11461683526598422,False,False,False,True,True,False,True,False,True,False,False,False,True,False
89999,3.3296759567233387,6,1.167336192368238,2.0638676228327926,True,False,False,False,True,False,True,False,False,False,False,False,True,False
180000,1.18596143429688,1,0.22641758268964243,1.070674896157365,True,False,False,False,True,False,True,False,False,False,False,False,False,False
1500000,-1.1191079446563015,6,-0.9497306794086018,-0.9559014837187637,True,False,False,False,True,False,True,False,False,False,False,False,True,False
700000,-1.3496148825516194,5,-0.9497306794086018,-1.332265668552902,False,False,False,True,True,False,True,False,False,False,False,False,True,False
285000,0.26393368271560746,7,0.22641758268964243,0.1442399796425635,True,False,False,False,True,False,True,False,True,False,False,False,False,False
390000,0.4944406206109256,5,-0.4792713745693041,1.001192277418755,False,False,False,True,True,False,True,False,False,False,False,False,True,False
125000,0.26393368271560746,7,1.167336192368238,-0.2917293928349904,False,False,False,True,True,False,True,False,False,False,False,False,False,False
225000,-0.19708019307502883,7,1.167336192368238,-0.6459545079730028,False,False,False,True,True,False,True,False,True,False,False,False,False,False
175000,1.6239246162979846,5,0.4616472351092913,1.2807771004384008,False,False,False,True,True,False,True,False,True,False,False,False,True,False
